Region,Date,Unemployment_Rate
Chhattisgarh,2020-07-31,10.27
Chhattisgarh,2020-08-31,5.63
Chhattisgarh,2020-09-30,1.96
Chhattisgarh,2020-10-31,6.62
Delhi,2020-01-31,22.23
Delhi,2020-02-29,14.84
Delhi,2020-03-31,17.04
Delhi,2020-04-30,16.68
Delhi,2020-05-31,42.27
Delhi,2020-06-30,18.19
Delhi,2020-07-31,20.3
Delhi,2020-08-31,13.79
Delhi,2020-09-30,12.53
Delhi,2020-10-31,6.27
Goa,2020-01-31,8.89
Goa,2020-02-29,2.81
Goa,2020-03-31,5.25
Goa,2020-04-30,13.31
Goa,2020-05-31,21.25
Goa,2020-06-30,9.96
Goa,2020-07-31,17.07
Goa,2020-08-31,16.21
Goa,2020-09-30,15.38
Goa,2020-10-31,11.54
Gujarat,2020-01-31,5.54
Gujarat,2020-02-29,6.38
Gujarat,2020-03-31,6.66
Gujarat,2020-04-30,18.71
Gujarat,2020-05-31,12.11
Gujarat,2020-06-30,3.2
Gujarat,2020-07-31,1.84
Gujarat,2020-08-31,1.87
Gujarat,2020-09-30,3.42
Gujarat,2020-10-31,4.03
Haryana,2020-01-31,20.34
Haryana,2020-02-29,25.77
Haryana,2020-03-31,25.05
Haryana,2020-04-30,43.22
Haryana,2020-05-31,29.02
Haryana,2020-06-30,26.7
Haryana,2020-07-31,24.18
Haryana,2020-08-31,33.5
Haryana,2020-09-30,19.68
Haryana,2020-10-31,27.31
Himachal Pradesh,2020-01-31,16.83
Himachal Pradesh,2020-02-29,16.84
Himachal Pradesh,2020-03-31,18.76
Himachal Pradesh,2020-04-30,2.2
Himachal Pradesh,2020-05-31,26.95
Himachal Pradesh,2020-06-30,13.47
Himachal Pradesh,2020-07-31,24.31
Himachal Pradesh,2020-08-31,15.79
Himachal Pradesh,2020-09-30,12.04
Himachal Pradesh,2020-10-31,13.46
Jammu & Kashmir,2020-01-31,21.08
Jammu & Kashmir,2020-02-29,20.78
Jammu & Kashmir,2020-03-31,15.5
Jammu & Kashmir,2020-05-31,18.74
Jammu & Kashmir,2020-06-30,17.92
Jammu & Kashmir,2020-07-31,10.88
Jammu & Kashmir,2020-08-31,11.09
Jammu & Kashmir,2020-09-30,16.17
Jammu & Kashmir,2020-10-31,16.14
Jharkhand,2020-01-31,10.61
Jharkhand,2020-02-29,11.85
Jharkhand,2020-03-31,8.23
Jharkhand,2020-04-30,47.09
Jharkhand,2020-05-31,59.23
Jharkhand,2020-06-30,20.95
Jharkhand,2020-07-31,7.63
Jharkhand,2020-08-31,9.76
Jharkhand,2020-09-30,8.24
Jharkhand,2020-10-31,11.8
Karnataka,2020-01-31,2.86
Karnataka,2020-02-29,3.61
Karnataka,2020-03-31,3.46
Karnataka,2020-04-30,29.84
Karnataka,2020-05-31,19.97
Karnataka,2020-06-30,8.44
Karnataka,2020-07-31,4.01
Karnataka,2020-08-31,0.5
Karnataka,2020-09-30,2.41
Karnataka,2020-10-31,1.58
Kerala,2020-01-31,5.31
Kerala,2020-02-29,7.6
Kerala,2020-03-31,8.99
Kerala,2020-04-30,16.99
Kerala,2020-05-31,17.88
Kerala,2020-06-30,9.71
Kerala,2020-07-31,7.09
Kerala,2020-08-31,10.98
Kerala,2020-09-30,5.91
Kerala,2020-10-31,3.88
Madhya Pradesh,2020-01-31,4.11
Madhya Pradesh,2020-02-29,4.57
Madhya Pradesh,2020-03-31,2.22
Madhya Pradesh,2020-04-30,12.36
Madhya Pradesh,2020-05-31,21.98
Madhya Pradesh,2020-06-30,6.48
Madhya Pradesh,2020-07-31,5.08
Madhya Pradesh,2020-08-31,4.7
Madhya Pradesh,2020-09-30,3.91
Madhya Pradesh,2020-10-31,3.13
Maharashtra,2020-01-31,4.95
Maharashtra,2020-02-29,4.69
Maharashtra,2020-03-31,5.79
Maharashtra,2020-04-30,20.9
Maharashtra,2020-05-31,15.46
Maharashtra,2020-06-30,9.23
Maharashtra,2020-07-31,3.89
Maharashtra,2020-08-31,6.23
Maharashtra,2020-09-30,4.55
Maharashtra,2020-10-31,4.1
Meghalaya,2020-01-31,1.66
Meghalaya,2020-02-29,3.59
Meghalaya,2020-03-31,1.58
Meghalaya,2020-04-30,10.03
Meghalaya,2020-05-31,5.92
Meghalaya,2020-06-30,1.15
Meghalaya,2020-07-31,2.1
Meghalaya,2020-08-31,3.74
Meghalaya,2020-09-30,4.29
Meghalaya,2020-10-31,4.6
Odisha,2020-01-31,1.9
Odisha,2020-02-29,3.12
Odisha,2020-03-31,13.08
Odisha,2020-04-30,23.76
Odisha,2020-05-31,11.41
Odisha,2020-06-30,3.77
Odisha,2020-07-31,1.88
Odisha,2020-08-31,1.42
Odisha,2020-09-30,2.1
Odisha,2020-10-31,2.18
Puducherry,2020-01-31,0.58
Puducherry,2020-02-29,1.76
Puducherry,2020-03-31,1.2
Puducherry,2020-04-30,75.85
Puducherry,2020-05-31,58.19
Puducherry,2020-06-30,4.24
Puducherry,2020-07-31,15.47
Puducherry,2020-08-31,5.05
Puducherry,2020-09-30,10.9
Puducherry,2020-10-31,6.18
Punjab,2020-01-31,11.11
Punjab,2020-02-29,10.97
Punjab,2020-03-31,10.32
Punjab,2020-04-30,2.86
Punjab,2020-05-31,28.33
Punjab,2020-06-30,16.55
Punjab,2020-07-31,9.19
Punjab,2020-08-31,10.99
Punjab,2020-09-30,9.61
Punjab,2020-10-31,9.88
Rajasthan,2020-01-31,10.97
Rajasthan,2020-02-29,15.16
Rajasthan,2020-03-31,11.9
Rajasthan,2020-04-30,17.7
Rajasthan,2020-05-31,15.74
Rajasthan,2020-06-30,14.39
Rajasthan,2020-07-31,15.81
Rajasthan,2020-08-31,17.51
Rajasthan,2020-09-30,15.35
Rajasthan,2020-10-31,24.15
Sikkim,2020-03-31,23.57
Sikkim,2020-04-30,2.28
Sikkim,2020-05-31,24.51
Sikkim,2020-06-30,4.46
Sikkim,2020-07-31,4.45
Sikkim,2020-08-31,12.49
Sikkim,2020-09-30,5.7
Sikkim,2020-10-31,0.88
Tamil Nadu,2020-01-31,1.57
Tamil Nadu,2020-02-29,2.09
Tamil Nadu,2020-03-31,6.4
Tamil Nadu,2020-04-30,49.83
Tamil Nadu,2020-05-31,33.16
Tamil Nadu,2020-06-30,12.2
Tamil Nadu,2020-07-31,6.81
Tamil Nadu,2020-08-31,2.65
Tamil Nadu,2020-09-30,5.0
Tamil Nadu,2020-10-31,2.16
Telangana,2020-01-31,5.49
Telangana,2020-02-29,8.29
Telangana,2020-03-31,5.77
Telangana,2020-04-30,6.25
Telangana,2020-05-31,14.7
Telangana,2020-06-30,10.55
Telangana,2020-07-31,5.36
Telangana,2020-08-31,5.79
Telangana,2020-09-30,3.27
Telangana,2020-10-31,2.86
Tripura,2020-01-31,32.67
Tripura,2020-02-29,28.4
Tripura,2020-03-31,29.95
Tripura,2020-04-30,41.23
Tripura,2020-05-31,21.51
Tripura,2020-06-30,21.71
Tripura,2020-07-31,18.24
Tripura,2020-08-31,27.92
Tripura,2020-09-30,17.35
Tripura,2020-10-31,11.57
Uttar Pradesh,2020-01-31,7.58
Uttar Pradesh,2020-02-29,8.98
Uttar Pradesh,2020-03-31,10.11
Uttar Pradesh,2020-04-30,21.54
Uttar Pradesh,2020-05-31,20.41
Uttar Pradesh,2020-06-30,9.47
Uttar Pradesh,2020-07-31,5.56
Uttar Pradesh,2020-08-31,5.79
Uttar Pradesh,2020-09-30,4.18
Uttar Pradesh,2020-10-31,3.75
Uttarakhand,2020-01-31,5.49
Uttarakhand,2020-02-29,4.99
Uttarakhand,2020-03-31,19.85
Uttarakhand,2020-04-30,6.48
Uttarakhand,2020-05-31,8.01
Uttarakhand,2020-06-30,8.61
Uttarakhand,2020-07-31,12.38
Uttarakhand,2020-08-31,14.26
Uttarakhand,2020-09-30,22.26
Uttarakhand,2020-10-31,9.23
West Bengal,2020-01-31,6.94
West Bengal,2020-02-29,4.92
West Bengal,2020-03-31,6.92
West Bengal,2020-04-30,17.41
West Bengal,2020-05-31,17.41
West Bengal,2020-06-30,7.29
West Bengal,2020-07-31,6.83
West Bengal,2020-08-31,14.87
West Bengal,2020-09-30,9.35
West Bengal,2020-10-31,9.98
